timestamp,J11,J12,J13,J14,J15,J16,J21,J22,J23,J24,J25,J26
 0,   0.0000,   -.0000,   -.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000
 12,   0.0000,   -.0000,   -.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000
 24,   0.0000,   -.0000,   -.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000
 36,   -.0005,    .0000,   -.0003,   -.0002, -89.9994,    .0006,    .0004,    .0002,   -.0001,    .0005, -90.0001,   -.0006
 48,   -.0046,    .0004,   -.0029,   -.0019, -89.9949,    .0048,    .0038,    .0023,   -.0010,    .0045, -90.0012,   -.0048
 60,   -.0157,    .0013,   -.0097,   -.0066, -89.9828,    .0165,    .0129,    .0078,   -.0036,    .0154, -90.0040,   -.0163
 72,   -.0373,    .0032,   -.0231,   -.0156, -89.9593,    .0391,    .0307,    .0186,   -.0085,    .0366, -90.0095,   -.0387
 84,   -.0728,    .0063,   -.0452,   -.0306, -89.9205,    .0763,    .0599,    .0364,   -.0167,    .0715, -90.0186,   -.0756
 96,   -.1258,    .0108,   -.0782,   -.0529, -89.8627,    .1319,    .1036,    .0630,   -.0289,    .1237, -90.0322,   -.1307
 108,   -.1999,    .0172,   -.1243,   -.0840, -89.7820,    .2095,    .1646,    .1001,   -.0459,    .1964, -90.0512,   -.2076
 120,   -.2984,    .0258,   -.1855,   -.1254, -89.6746,    .3128,    .2457,    .1494,   -.0686,    .2932, -90.0764,   -.3098
 132,   -.4248,    .0367,   -.2641,   -.1786, -89.5366,    .4454,    .3498,    .2128,   -.0977,    .4174, -90.1087,   -.4412
 144,   -.7757,    .0671,   -.4823,   -.3262, -89.1540,    .8132,    .6388,    .3886,   -.1784,    .7622, -90.1985,   -.8056
 156,   -.7757,    .0671,   -.4823,   -.3262, -89.1540,    .8132,    .6388,    .3886,   -.1784,    .7622, -90.1985,   -.8056
 168,  -1.0072,    .0871,   -.6261,   -.4235, -88.9016,   1.0558,    .8293,    .5045,   -.2317,    .9895, -90.2577,  -1.0459
 180,  -1.2805,    .1107,   -.7961,   -.5384, -88.6036,   1.3423,   1.0544,    .6414,   -.2945,   1.2582, -90.3276,  -1.3298
 192,  -1.5993,    .1383,   -.9943,   -.6725, -88.2559,   1.6765,   1.3170,    .8011,   -.3679,   1.5714, -90.4092,  -1.6608
 204,  -1.9671,    .1701,  -1.2230,   -.8272, -87.8548,   2.0621,   1.6193,    .9851,   -.4524,   1.9322, -90.5031,  -2.0422
 216,  -2.3873,    .2065,  -1.4843,  -1.0039, -87.3965,   2.5026,   1.9620,   1.1936,   -.5481,   2.3411, -90.6096,  -2.4743
 228,  -2.8635,    .2477,  -1.7803,  -1.2042, -86.8772,   3.0018,   2.3450,   1.4266,   -.6551,   2.7981, -90.7286,  -2.9573
 240,  -3.3985,    .2940,  -2.1130,  -1.4292, -86.2937,   3.5627,   2.7684,   1.6841,   -.7734,   3.3032, -90.8601,  -3.4912
 252,  -3.9930,    .3454,  -2.4826,  -1.6792, -85.6454,   4.1859,   3.2320,   1.9662,   -.9029,   3.8564, -91.0042,  -4.0758
 264,  -4.6470,    .4020,  -2.8892,  -1.9542, -84.9323,   4.8714,   3.7359,   2.2728,  -1.0437,   4.4578, -91.1608,  -4.7114
 276,  -5.3604,    .4637,  -3.3327,  -2.2542, -84.1543,   5.6192,   4.2802,   2.6039,  -1.1958,   5.1072, -91.3299,  -5.3977
 288,  -6.1332,    .5306,  -3.8132,  -2.5792, -83.3114,   6.4294,   4.8648,   2.9595,  -1.3591,   5.8047, -91.5115,  -6.1349
 300,  -6.9649,    .6026,  -4.3303,  -2.9289, -82.4044,   7.3013,   5.4897,   3.3397,  -1.5337,   6.5503, -91.7057,  -6.9230
 312,  -7.8526,    .6794,  -4.8822,  -3.3022, -81.4364,   8.2318,   6.1549,   3.7444,  -1.7195,   7.3441, -91.9123,  -7.7619
 324,  -8.7927,    .7607,  -5.4667,  -3.6976, -80.4111,   9.2173,   6.8604,   4.1736,  -1.9166,   8.1859, -92.1316,  -8.6516
 336, -10.8164,    .9358,  -6.7249,  -4.5485, -78.2043,  11.3387,   8.3886,   5.1032,  -2.3435,  10.0093, -92.6064, -10.5788
 348, -10.8164,    .9358,  -6.7249,  -4.5485, -78.2043,  11.3387,   8.3886,   5.1032,  -2.3435,  10.0093, -92.6064, -10.5788
 360, -11.8929,   1.0290,  -7.3942,  -5.0012, -77.0303,  12.4672,   9.2059,   5.6005,  -2.5719,  10.9846, -92.8603, -11.6096
 372, -13.0078,   1.1254,  -8.0874,  -5.4701, -75.8144,  13.6360,  10.0549,   6.1170,  -2.8091,  11.9977, -93.1241, -12.6803
 384, -14.1578,   1.2249,  -8.8023,  -5.9537, -74.5603,  14.8415,  10.9328,   6.6510,  -3.0543,  13.0451, -93.3969, -13.7873
 396, -15.3392,   1.3271,  -9.5368,  -6.4505, -73.2719,  16.0799,  11.8365,   7.2008,  -3.3068,  14.1235, -93.6777, -14.9270
 408, -16.5486,   1.4318, -10.2888,  -6.9591, -71.9530,  17.3477,  12.7633,   7.7646,  -3.5657,  15.2293, -93.9656, -16.0958
 420, -17.7825,   1.5385, -11.0559,  -7.4779, -70.6074,  18.6412,  13.7102,   8.3407,  -3.8303,  16.3592, -94.2598, -17.2899
 432, -19.0373,   1.6471, -11.8361,  -8.0056, -69.2390,  19.9566,  14.6745,   8.9273,  -4.0997,  17.5097, -94.5594, -18.5059
 444, -20.3097,   1.7572, -12.6271,  -8.5407, -67.8514,  21.2904,  15.6531,   9.5226,  -4.3731,  18.6774, -94.8635, -19.7401
 456, -21.5960,   1.8685, -13.4269,  -9.0816, -66.4486,  22.6389,  16.6432,  10.1250,  -4.6497,  19.8589, -95.1711, -20.9887
 468, -22.8928,   1.9807, -14.2332,  -9.6270, -65.0344,  23.9983,  17.6420,  10.7326,  -4.9287,  21.0506, -95.4815, -22.2483
 480, -24.1966,   2.0935, -15.0438, -10.1752, -63.6125,  25.3651,  18.6465,  11.3437,  -5.2093,  22.2493, -95.7936, -23.5151
 492, -25.5034,   2.2065, -15.8562, -10.7248, -62.1875,  26.7349,  19.6535,  11.9563,  -5.4907,  23.4507, -96.1064, -24.7849
 504, -26.8072,   2.3193, -16.6668, -11.2730, -60.7656,  28.1017,  20.6580,  12.5674,  -5.7713,  24.6494, -96.4185, -26.0517
 516, -28.1040,   2.4315, -17.4731, -11.8184, -59.3514,  29.4611,  21.6568,  13.1750,  -6.0503,  25.8411, -96.7289, -27.3113
 528, -30.6627,   2.6529, -19.0639, -12.8944, -56.5610,  32.1434,  23.6255,  14.3727,  -6.6003,  28.1903, -97.3406, -29.7941
 540, -30.6627,   2.6529, -19.0639, -12.8944, -56.5610,  32.1434,  23.6255,  14.3727,  -6.6003,  28.1903, -97.3406, -29.7941
 552, -31.9175,   2.7615, -19.8441, -13.4221, -55.1926,  33.4588,  24.5898,  14.9593,  -6.8697,  29.3408, -97.6402, -31.0100
 564, -33.1514,   2.8682, -20.6112, -13.9409, -53.8470,  34.7523,  25.5367,  15.5354,  -7.1343,  30.4707, -97.9344, -32.2042
 576, -34.3608,   2.9729, -21.3631, -14.4495, -52.5281,  36.0201,  26.4635,  16.0992,  -7.3932,  31.5765, -98.2223, -33.3730
 588, -35.5422,   3.0751, -22.0977, -14.9463, -51.2397,  37.2585,  27.3672,  16.6490,  -7.6457,  32.6549, -98.5031, -34.5127
 600, -36.6922,   3.1746, -22.8126, -15.4299, -49.9856,  38.4640,  28.2450,  17.1830,  -7.8909,  33.7023, -98.7759, -35.6197
 612, -37.8071,   3.2710, -23.5058, -15.8988, -48.7697,  39.6328,  29.0941,  17.6995,  -8.1281,  34.7154, -99.0397, -36.6904
 624, -38.8836,   3.3642, -24.1751, -16.3515, -47.5957,  40.7613,  29.9114,  18.1968,  -8.3565,  35.6907, -99.2936, -37.7212
 636, -39.9182,   3.4537, -24.8183, -16.7865, -46.4675,  41.8458,  30.6942,  18.6730,  -8.5752,  36.6247, -99.5368, -38.7084
 648, -40.9073,   3.5393, -25.4333, -17.2025, -45.3889,  42.8827,  31.4396,  19.1264,  -8.7834,  37.5141, -99.7684, -39.6484
 660, -41.8474,   3.6206, -26.0178, -17.5978, -44.3636,  43.8682,  32.1451,  19.5556,  -8.9805,  38.3559, -99.9876, -40.5381
 672, -42.7351,   3.6974, -26.5697, -17.9711, -43.3956,  44.7987,  32.8103,  19.9603,  -9.1663,  39.1497, -100.1943, -41.3770
 684, -43.5668,   3.7694, -27.0868, -18.3208, -42.4885,  45.6706,  33.4352,  20.3405,  -9.3409,  39.8953, -100.3885, -42.1650
 696, -44.3396,   3.8362, -27.5673, -18.6458, -41.6457,  46.4808,  34.0198,  20.6961,  -9.5042,  40.5928, -100.5701, -42.9023
 708, -45.0530,   3.8979, -28.0108, -18.9458, -40.8677,  47.2286,  34.5641,  21.0272,  -9.6563,  41.2422, -100.7392, -43.5886
 720, -46.3014,   4.0060, -28.7870, -19.4708, -39.5063,  48.5373,  35.5316,  21.6159,  -9.9266,  42.3968, -101.0398, -44.8088
 732, -46.3014,   4.0060, -28.7870, -19.4708, -39.5063,  48.5373,  35.5316,  21.6159,  -9.9266,  42.3968, -101.0398, -44.8088
 744, -46.8365,   4.0523, -29.1197, -19.6958, -38.9228,  49.0982,  35.9550,  21.8734, -10.0449,  42.9019, -101.1714, -45.3427
 756, -47.3127,   4.0935, -29.4157, -19.8961, -38.4035,  49.5974,  36.3380,  22.1064, -10.1519,  43.3589, -101.2904, -45.8257
 768, -47.7329,   4.1298, -29.6770, -20.0728, -37.9452,  50.0379,  36.6806,  22.3149, -10.2476,  43.7678, -101.3969, -46.2578
 780, -48.1007,   4.1616, -29.9057, -20.2275, -37.5441,  50.4235,  36.9830,  22.4988, -10.3321,  44.1286, -101.4908, -46.6392
 792, -48.4195,   4.1892, -30.1039, -20.3615, -37.1964,  50.7577,  37.2455,  22.6585, -10.4054,  44.4418, -101.5724, -46.9702
 804, -48.6928,   4.2129, -30.2738, -20.4765, -36.8983,  51.0442,  37.4706,  22.7955, -10.4683,  44.7104, -101.6423, -47.2541
 816, -48.9242,   4.2329, -30.4177, -20.5738, -36.6460,  51.2868,  37.6612,  22.9114, -10.5215,  44.9378, -101.7015, -47.4944
 828, -49.1172,   4.2496, -30.5376, -20.6549, -36.4356,  51.4890,  37.8200,  23.0080, -10.5659,  45.1273, -101.7509, -47.6947
 840, -49.2751,   4.2632, -30.6358, -20.7213, -36.2634,  51.6546,  37.9501,  23.0871, -10.6022,  45.2825, -101.7913, -47.8588
 852, -49.4016,   4.2742, -30.7145, -20.7745, -36.1254,  51.7872,  38.0543,  23.1505, -10.6313,  45.4068, -101.8236, -47.9901
 864, -49.5001,   4.2827, -30.7757, -20.8159, -36.0180,  51.8904,  38.1354,  23.1998, -10.6540,  45.5036, -101.8488, -48.0924
 876, -49.5741,   4.2891, -30.8217, -20.8471, -35.9373,  51.9680,  38.1963,  23.2369, -10.6710,  45.5763, -101.8678, -48.1693
 888, -49.6271,   4.2937, -30.8547, -20.8694, -35.8795,  52.0236,  38.2400,  23.2635, -10.6832,  45.6284, -101.8814, -48.2243
 900, -49.6627,   4.2968, -30.8768, -20.8843, -35.8407,  52.0609,  38.2693,  23.2813, -10.6914,  45.6633, -101.8904, -48.2613
 912, -49.6953,   4.2996, -30.8971, -20.8980, -35.8051,  52.0951,  38.2962,  23.2977, -10.6989,  45.6954, -101.8988, -48.2952
 924, -49.6953,   4.2996, -30.8971, -20.8980, -35.8051,  52.0951,  38.2962,  23.2977, -10.6989,  45.6954, -101.8988, -48.2952
 936, -49.6994,   4.2999, -30.8996, -20.8998, -35.8006,  52.0994,  38.2995,  23.2997, -10.6999,  45.6994, -101.8998, -48.2994
 948, -49.7000,   4.3000, -30.9000, -20.9000, -35.8000,  52.1000,  38.3000,  23.3000, -10.7000,  45.7000, -101.9000, -48.3000
 960, -49.7000,   4.3000, -30.9000, -20.9000, -35.8000,  52.1000,  38.3000,  23.3000, -10.7000,  45.7000, -101.9000, -48.3000
 972, -49.7000,   4.3000, -30.9000, -20.9000, -35.8000,  52.0999,  38.3000,  23.3000, -10.7000,  45.7000, -101.9000, -48.3000
 984, -49.6997,   4.3000, -30.8998, -20.8997, -35.8000,  52.0994,  38.3000,  23.2997, -10.7001,  45.6997, -101.8999, -48.3000
 996, -49.6989,   4.2999, -30.8994, -20.8990, -35.8002,  52.0980,  38.3002,  23.2990, -10.7005,  45.6991, -101.8996, -48.2999
 1008, -49.6974,   4.2997, -30.8986, -20.8976, -35.8004,  52.0953,  38.3004,  23.2976, -10.7012,  45.6979, -101.8990, -48.2998
 1020, -49.6949,   4.2994, -30.8972, -20.8954, -35.8007,  52.0908,  38.3008,  23.2954, -10.7024,  45.6960, -101.8981, -48.2995
 1032, -49.6912,   4.2989, -30.8952, -20.8920, -35.8013,  52.0840,  38.3013,  23.2920, -10.7041,  45.6930, -101.8968, -48.2992
 1044, -49.6860,   4.2982, -30.8924, -20.8874, -35.8020,  52.0747,  38.3021,  23.2873, -10.7065,  45.6889, -101.8949, -48.2988
 1056, -49.6791,   4.2974, -30.8887, -20.8812, -35.8030,  52.0622,  38.3031,  23.2810, -10.7097,  45.6835, -101.8923, -48.2982
 1068, -49.6702,   4.2963, -30.8839, -20.8732, -35.8042,  52.0463,  38.3044,  23.2730, -10.7138,  45.6765, -101.8891, -48.2974
 1080, -49.6591,   4.2950, -30.8780, -20.8633, -35.8057,  52.0264,  38.3060,  23.2630, -10.7189,  45.6678, -101.8850, -48.2965
 1092, -49.6456,   4.2934, -30.8707, -20.8512, -35.8075,  52.0021,  38.3080,  23.2507, -10.7251,  45.6571, -101.8801, -48.2953
 1104, -49.6103,   4.2893, -30.8518, -20.8196, -35.8121,  51.9388,  38.3132,  23.2186, -10.7414,  45.6292, -101.8672, -48.2922
 1116, -49.6103,   4.2893, -30.8518, -20.8196, -35.8121,  51.9388,  38.3132,  23.2186, -10.7414,  45.6292, -101.8672, -48.2922
 1128, -49.5880,   4.2868, -30.8399, -20.7997, -35.8150,  51.8988,  38.3165,  23.1984, -10.7517,  45.6116, -101.8590, -48.2903
 1140, -49.5623,   4.2839, -30.8261, -20.7768, -35.8183,  51.8528,  38.3203,  23.1750, -10.7636,  45.5913, -101.8496, -48.2880
 1152, -49.5329,   4.2807, -30.8104, -20.7506, -35.8220,  51.8003,  38.3246,  23.1483, -10.7772,  45.5681, -101.8389, -48.2855
 1164, -49.4996,   4.2771, -30.7926, -20.7211, -35.8261,  51.7409,  38.3295,  23.1180, -10.7925,  45.5418, -101.8268, -48.2826
 1176, -49.4622,   4.2732, -30.7726, -20.6878, -35.8307,  51.6742,  38.3350,  23.0840, -10.8097,  45.5122, -101.8131, -48.2793
 1188, -49.4205,   4.2689, -30.7503, -20.6507, -35.8358,  51.5997,  38.3412,  23.0460, -10.8290,  45.4791, -101.7979, -48.2757
 1200, -49.3741,   4.2642, -30.7255, -20.6096, -35.8414,  51.5171,  38.3480,  23.0038, -10.8504,  45.4423, -101.7810, -48.2716
 1212, -49.3229,   4.2591, -30.6980, -20.5641, -35.8475,  51.4259,  38.3556,  22.9571, -10.8740,  45.4017, -101.7623, -48.2671
 1224, -49.2666,   4.2538, -30.6679, -20.5142, -35.8542,  51.3258,  38.3639,  22.9058, -10.8998,  45.3570, -101.7419, -48.2621
 1236, -49.2049,   4.2480, -30.6348, -20.4596, -35.8614,  51.2163,  38.3730,  22.8496, -10.9282,  45.3081, -101.7195, -48.2566
 1248, -49.1378,   4.2420, -30.5987, -20.4001, -35.8692,  51.0970,  38.3829,  22.7884, -10.9590,  45.2548, -101.6951, -48.2506
 1260, -49.0651,   4.2357, -30.5595, -20.3357, -35.8776,  50.9681,  38.3937,  22.7220, -10.9923,  45.1970, -101.6688, -48.2441
 1272, -48.9870,   4.2292, -30.5173, -20.2665, -35.8866,  50.8295,  38.4053,  22.6506, -11.0281,  45.1348, -101.6406, -48.2370
 1284, -48.9033,   4.2225, -30.4720, -20.1924, -35.8961,  50.6812,  38.4177,  22.5741, -11.0664,  45.0681, -101.6103, -48.2295
 1296, -48.7194,   4.2089, -30.3721, -20.0297, -35.9167,  50.3560,  38.4450,  22.4059, -11.1504,  44.9214, -101.5441, -48.2127
 1308, -48.7194,   4.2089, -30.3721, -20.0297, -35.9167,  50.3560,  38.4450,  22.4059, -11.1504,  44.9214, -101.5441, -48.2127
 1320, -48.6193,   4.2021, -30.3174, -19.9410, -35.9278,  50.1791,  38.4599,  22.3141, -11.1960,  44.8413, -101.5082, -48.2034
 1332, -48.5137,   4.1954, -30.2596, -19.8476, -35.9394,  49.9927,  38.4756,  22.2174, -11.2440,  44.7568, -101.4704, -48.1936
 1344, -48.4027,   4.1889, -30.1986, -19.7494, -35.9515,  49.7970,  38.4921,  22.1155, -11.2944,  44.6679, -101.4307, -48.1833
 1356, -48.2863,   4.1825, -30.1343, -19.6463, -35.9641,  49.5918,  38.5095,  22.0086, -11.3471,  44.5745, -101.3892, -48.1723
 1368, -48.1645,   4.1765, -30.0669, -19.5385, -35.9772,  49.3774,  38.5277,  21.8967, -11.4022,  44.4766, -101.3459, -48.1608
 1380, -48.0374,   4.1709, -29.9961, -19.4258, -35.9908,  49.1537,  38.5467,  21.7797, -11.4595,  44.3743, -101.3008, -48.1486
 1392, -47.9049,   4.1657, -29.9220, -19.3084, -36.0050,  48.9208,  38.5665,  21.6577, -11.5192,  44.2675, -101.2539, -48.1359
 1404, -47.7671,   4.1610, -29.8446, -19.1862, -36.0196,  48.6788,  38.5872,  21.5306, -11.5811,  44.1562, -101.2053, -48.1225
 1416, -47.6240,   4.1569, -29.7638, -19.0593, -36.0348,  48.4277,  38.6086,  21.3986, -11.6452,  44.0405, -101.1550, -48.1085
 1428, -47.4757,   4.1535, -29.6795, -18.9276, -36.0504,  48.1675,  38.6309,  21.2615, -11.7115,  43.9203, -101.1030, -48.0939
 1440, -47.3221,   4.1509, -29.5918, -18.7911, -36.0667,  47.8983,  38.6541,  21.1194, -11.7800,  43.7956, -101.0494, -48.0786
 1452, -47.1632,   4.1491, -29.5006, -18.6498, -36.0834,  47.6202,  38.6780,  20.9723, -11.8506,  43.6665, -100.9941, -48.0626
 1464, -46.9992,   4.1482, -29.4058, -18.5038, -36.1007,  47.3332,  38.7028,  20.8203, -11.9233,  43.5329, -100.9372, -48.0460
 1476, -46.8301,   4.1483, -29.3074, -18.3531, -36.1186,  47.0374,  38.7283,  20.6632, -11.9981,  43.3948, -100.8788, -48.0287
 1488, -46.4765,   4.1521, -29.0996, -18.0373, -36.1560,  46.4196,  38.7819,  20.3342, -12.1537,  43.1051, -100.7574, -47.9921
 1500, -46.4765,   4.1521, -29.0996, -18.0373, -36.1560,  46.4196,  38.7819,  20.3342, -12.1537,  43.1051, -100.7574, -47.9921
 1512, -46.2920,   4.1558, -28.9901, -17.8724, -36.1757,  46.0978,  38.8100,  20.1623, -12.2344,  42.9535, -100.6945, -47.9727
 1524, -46.1026,   4.1609, -28.8768, -17.7027, -36.1960,  45.7674,  38.8388,  19.9855, -12.3170,  42.7975, -100.6302, -47.9526
 1536, -45.9085,   4.1675, -28.7597, -17.5286, -36.2168,  45.4290,  38.8685,  19.8040, -12.4014,  42.6371, -100.5646, -47.9318
 1548, -45.7099,   4.1757, -28.6391, -17.3502, -36.2383,  45.0830,  38.8988,  19.6180, -12.4875,  42.4727, -100.4978, -47.9103
